cui;medical_term;semantic_types
C0038663;Suicide attempt;fndg
C0038732;Sulfhemoglobinemia;dsyn
C0038826;Superinfection;dsyn
C0038828;Superior mesenteric artery syndrome;dsyn
C0038833;Superior vena cava syndrome;dsyn
C0038862;Suppurative inflammation;patf
C0038868;Progressive supranuclear palsy;dsyn
C0038941;Postoperative wound infection;patf
C0038990;Sweating;fndg
C0038994;Gustatory sweating;dsyn
C0038999;Swelling;fndg
C0039023;Sycosis;dsyn
C0039070;Syncope;sosy
C0039075;Syndactyly;cgab
C0039082;Syndrome;dsyn
C0039103;Synovitis;dsyn
C0039128;Syphilis;dsyn
C0039130;Cardiovascular syphilis NOS;dsyn
C0039131;Congenital syphilis NOS;dsyn
C0039133;Latent syphilis;dsyn
C0039144;Syringomyelia;dsyn
C0039223;Tabes dorsalis;dsyn
C0039231;Tachycardia;patf
C0039232;AV nodal re-entry tachycardia;dsyn
C0039234;Ectopic atrial tachycardia;dsyn
C0039235;Junctional ectopic tachycardia;dsyn
C0039239;Sinus tachycardia;dsyn
C0039240;Supraventricular tachycardia;dsyn
C0039254;Teniasis;dsyn
C0039263;Takayasu's arteritis;dsyn
C0039292;Tangier disease;dsyn
C0039319;Tarsal tunnel syndrome;dsyn
C0039373;Tay-Sachs disease;dsyn
C0039437;Teething syndrome;fndg
C0039445;Hereditary hemorrhagic telangiectasia;dsyn
C0039446;Telangiectasis;dsyn
C0039483;Giant cell arteritis NOS;dsyn
C0039494;Temporomandibular joint disorder NOS;dsyn
C0039496;Costen's syndrome;dsyn
C0039503;Tendinitis;dsyn
C0039516;Tennis elbow;dsyn
C0039520;Tenosynovitis;dsyn
C0039584;Testicular disease;dsyn
C0039585;Androgen insensitivity syndrome;dsyn
C0039591;Pain in testicle;sosy
C0039614;Tetanus;dsyn
C0039621;Tetany;dsyn
C0039685;Tetralogy of Fallot;cgab
C0039730;Thalassemia;dsyn
C0039743;Thanatophoric dysplasia;cgab
C0039810;Thermography NOS;diap
C0039841;Thiamine deficiency;dsyn
C0039869;Thinking, function;menp
C0039870;Thinness;fndg
C0039978;Disorder of thorax;dsyn
C0039984;Thoracic outlet syndrome;dsyn
C0039985;Plain chest X-ray;diap
C0040015;Thrombasthenia;dsyn
C0040021;Thromboangiitis obliterans NOS;dsyn
C0040028;Essential thrombocythemia;dsyn
C0040034;Thrombocytopenia;fndg
C0040038;Thromboembolism;patf
C0040046;Thrombophlebitis;dsyn
C0040053;Thrombosis;patf
C0040068;Thumb sucking;fndg
C0040124;Thyroglossal cyst;cgab,dsyn
C0040127;Thyroid crisis;dsyn
C0040128;Thyroid disease;dsyn
C0040130;Thyroid function tests;lbpr
C0040147;Thyroiditis;dsyn
C0040149;Subacute thyroiditis;dsyn
C0040150;Infectious thyroiditis;dsyn
C0040156;Thyrotoxicosis;dsyn
C0040188;Tic disorder;mobd
C0040197;Tick paralysis;dsyn
C0040210;Tidal volume;lbtr
C0040213;Tietze's syndrome;dsyn
C0040247;Tinea;dsyn
C0040250;Tinea capitis;dsyn
C0040252;Tinea corporis (disorder);dsyn
C0040254;Tinea favosa;dsyn
C0040259;Tinea pedis;dsyn
C0040261;Onychomycosis;dsyn
C0040262;Tinea versicolor;dsyn
C0040264;Tinnitus;fndg
C0040284;Tissue culture;lbpr
C0040336;Tobacco abuse;fndg
C0040395;Tomography - NOS;diap
C0040399;Single photon emission computed tomography;diap
C0040404;X-ray tomography;diap
C0040405;Computerized transaxial tomography, NOS;diap
C0040409;Disease of tongue;dsyn
C0040412;Fissured tongue;dsyn
C0040414;Hairy tongue;dsyn
C0040416;Tonic pupil;sosy
C0040420;Tonometry;diap
C0040425;Tonsillitis;dsyn
C0040427;Tooth malformation;cgab
C0040428;Tooth abrasion;patf
C0040434;Discoloration of tooth;fndg
C0040436;Tooth erosion;dsyn
C0040437;Tooth eruption;fndg
C0040444;Tooth migration;patf
C0040451;Pathological resorption of tooth;dsyn
C0040457;Supernumerary tooth;cgab
C0040460;Toothache;sosy
C0040479;Torsades de pointes;dsyn
C0040485;Torticollis;sosy
C0040509;Total lung capacity;fndg
C0040517;Gilles de la Tourette syndrome;dsyn
C0040537;Exposure to toxin;fndg
C0040553;Toxocariasis;dsyn
C0040558;Toxoplasmosis;dsyn
C0040560;Congenital toxoplasmosis;dsyn
C0040561;Ocular toxoplasmosis;dsyn
C0040583;Tracheal stenosis;dsyn
C0040584;Tracheitis;dsyn
C0040586;Tracheobronchitis;dsyn
C0040592;Trachoma;dsyn
C0040604;Trail making test;inpr
C0040702;Transient tic disorder, NOS;mobd
C0040706;Transillumination;diap
C0040759;Transposition, NOS;cgab
C0040761;Transposition of great vessels;cgab
C0040798;Traumatic myositis ossificans;dsyn
C0040820;Trematode infection NOS;dsyn
C0040822;Tremor;sosy
C0040830;Trench fever;dsyn
C0040843;Treponemal infection;dsyn
C0040896;Trichinellosis;dsyn
C0040921;Trichomonas infection;dsyn
C0040938;Trichophytosis;dsyn
C0040953;Trichotillomania;mobd
C0040954;Infection by Trichuris trichiura;dsyn
C0040961;Tricuspid valve insufficiency, NOS;dsyn
C0040962;Tricuspid valve prolapse;dsyn
C0040963;Tricuspid valve stenosis;dsyn
C0040997;Trigeminal neuralgia NOS;dsyn
C0041105;Trismus;dsyn
C0041107;Trisomy;dsyn
C0041207;Persistent truncus arteriosus;cgab
C0041227;Trypanosomiasis;dsyn
C0041228;African trypanosomiasis NOS;dsyn
C0041232;Infection by Trypanosoma gambiense;dsyn
C0041234;Chagas' disease;dsyn
C0041274;Blocked fallopian tube;dsyn
C0041290;Tuberculin test;diap
C0041295;Tuberculoma;dsyn
C0041296;Tuberculosis;dsyn
C0041316;Tuberculosis of lymph node;dsyn
C0041318;Tuberculous meningitis NOS;dsyn
C0041321;Miliary tuberculosis NOS;dsyn
C0041325;Tuberculous peritonitis;dsyn
C0041326;Tuberculous pleurisy NOS;dsyn
C0041327;Pulmonary tuberculosis NOS;dsyn
C0041328;Renal tuberculosis;dsyn
C0041330;Pott's disease;dsyn
C0041333;Urogenital tuberculosis;dsyn
C0041343;Tubo-ovarian abscess;dsyn
C0041349;Tubulointerstitial nephritis;dsyn
C0041351;Tularemia;dsyn
C0041364;Tumor lysis syndrome;dsyn
C0041408;Turner syndrome;cgab,dsyn
C0041428;Conjoined twins NOS;cgab
C0041466;Typhoid fever;dsyn
C0041471;Typhus, NOS;dsyn
C0041472;Endemic typhus;dsyn
C0041473;Louse-borne epidemic typhus;dsyn
C0041582;Ulcer;dsyn
C0041609;Ultracentrifugation;lbpr
C0041618;Ultrasonography;diap
C0041657;Loss of consciousness, NOS;fndg
C0041667;Underweight;fndg
C0041672;Undifferentiated somatoform disorder;mobd
C0041674;Unemployment;fndg
C0041747;Unplanned pregnancy;fndg
C0041782;Deficiency anemias;dsyn
C0041834;Erythema;dsyn
C0041909;Upper gastrointestinal hemorrhage;patf
C0041912;Upper respiratory infection NOS;dsyn
C0041915;Urachal cyst;fndg
C0041948;Uremia;dsyn
C0041952;Ureterolithiasis;dsyn
C0041969;Disorder of urethra;dsyn
C0041974;Urethral stricture NOS;patf
C0041976;Urethritis;dsyn
C0041981;Increased uric acid level;fndg
C0042014;Urinalysis;lbpr
C0042021;Urinary fistula;dsyn
C0042023;Increased frequency of micturition;fndg
C0042024;Urinary incontinence;patf
C0042025;Urinary stress incontinence;dsyn
C0042029;Urinary tract infection;dsyn
C0042038;Albumin - urine;lbpr
C0042044;Urine pH NOS;lbpr
C0042063;Genitourinary anomalies NOS;cgab
C0042075;Urologic disease;dsyn
C0042109;Urticaria;dsyn
C0042111;Urticaria pigmentosa, NOS;cgab,dsyn
C0042131;Uterine disease, NOS;dsyn
C0042134;Uterine hemorrhage;patf
C0042135;Uterine inertia, NOS;patf
C0042143;Uterine rupture, NOS;patf
C0042164;Uveitis;dsyn
C0042165;Anterior uveitis;dsyn
C0042166;Intermediate uveitis;dsyn
C0042167;Posterior uveitis NOS;dsyn
C0042170;Vogt-Koyanagi-Harada syndrome;dsyn
C0042171;Uveoparotid fever;dsyn
C0042214;Vaccinia;dsyn
C0042251;Disorder of vagina;dsyn
C0042253;Fistula of vagina;anab,dsyn
C0042256;Pruritus of vagina;sosy
C0042266;Psychologic vaginismus;mobd
C0042267;Vaginitis;dsyn
C0042282;Valgus deformity;fndg
C0042293;Valsalva maneuver;diap
C0042300;Valvular regurgitation;patf
C0042341;Varicocele;dsyn
C0042344;Varicose ulcer;dsyn
C0042345;Varicosities;dsyn
C0042373;Vascular disease;dsyn
C0042376;Vascular headache;dsyn
C0042384;Vasculitis;dsyn
C0042420;Vasovagal syncope;dsyn
C0042454;Velopharyngeal insufficiency;dsyn
C0042484;Passive congestion;patf
C0042485;Peripheral venous insufficiency;dsyn
C0042487;Venous thrombosis, NOS;patf
C0042510;Ventricular fibrillation;dsyn
C0042514;Ventricular tachycardia, NOS;dsyn
C0042531;Verbal learning;menp
C0042548;Plantar wart;dsyn
C0042552;Verruga peruana;dsyn
C0042568;Vertebrobasilar insufficiency;dsyn
C0042571;Vertigo;sosy
C0042580;Ureteric reflux;dsyn
C0042582;Vesicovaginal fistula;dsyn
C0042594;Vestibular disorder;dsyn
C0042636;Vibriosis;dsyn
C0042721;Viral hepatitis;dsyn
C0042740;Viral syndrome;dsyn
C0042749;Viremia;dsyn
C0042755;Virilism;patf
C0042766;Viruria;lbtr
C0042769;Viral illness, NOS;dsyn
C0042782;Visceromegaly;patf
C0042783;Splanchnoptosis;dsyn
C0042790;Disorder of vision;fndg
C0042793;Visual testing NOS;diap
C0042794;Binocular vision;menp
C0042795;Entoptic phenomenon;dsyn
C0042798;Low vision, NOS;dsyn
C0042815;Visual analog pain scale;diap
C0042818;Visual discomfort;sosy
C0042825;Visual field study;diap
C0042830;Visual perception;menp
C0042842;Vitamin A deficiency, NOS;dsyn
C0042847;Cobalamin deficiency;dsyn
C0042850;Vitamin B deficiency NOS;dsyn
C0042870;Vitamin D deficiency, NOS;dsyn
C0042875;Vitamin E deficiency;dsyn
C0042880;Vitamin K deficiency;dsyn
C0042900;Vitiligo;dsyn
C0042909;Vitreous hemorrhage;patf
C0042928;Vocal cord paralysis;dsyn
C0042940;Disorder of voice;dsyn
C0042950;Volition;menp
C0042951;Volkmann contracture;dsyn
C0042961;Intestinal volvulus;dsyn
C0042963;Vomiting;sosy
C0042974;von Willebrand disease;dsyn
C0042979;Voyeurism;mobd
C0042994;Disorder of vulva;dsyn
C0042998;Vulvovaginitis;dsyn
C0043012;Wakefulness;menp
C0043019;Lateral medullary syndrome;dsyn
C0043037;Common wart;dsyn
C0043046;Wasting disease;dsyn
C0043049;Water intoxication;dsyn
C0043066;Waterbrash;sosy
C0043084;Weaning;fndg
C0043094;Weight gain;fndg
C0043102;Weil disease;dsyn
C0043116;Infantile spinal muscular atrophy;dsyn
C0043119;Werner syndrome;dsyn
C0043121;Wernicke encephalopathy;dsyn
C0043124;West Nile fever;dsyn
C0043144;Wheezing;sosy
C0043159;Whole blood coagulation time;lbpr
C0043167;Pertussis;dsyn
C0043168;Whooping cough NOS;dsyn
C0043194;Wiskott-Aldrich syndrome;dsyn
C0043202;Wolff - Parkinson - White syndrome;dsyn
C0043207;Wolfram syndrome;dsyn
C0043208;Wolman disease;dsyn
C0043241;Wound infection;patf
C0043299;Diagnostic radiologic examination;diap
C0043325;Xanthomatosis;dsyn
C0043345;Xeroderma;dsyn
C0043346;Xeroderma pigmentosum, NOS;cgab
C0043349;Xerophthalmia;dsyn
C0043352;Xerostomia;dsyn
C0043387;Yawning;fndg
C0043388;Yaws;dsyn
C0043395;Yellow fever, NOS;dsyn
C0043407;Yersiniosis;dsyn
C0043459;Zellweger syndrome;cgab,dsyn
C0043515;Zollinger-Ellison syndrome;dsyn
C0043528;Zoonosis;dsyn
C0043541;Zygomycosis;dsyn
C0078888;Accelerated idioventricular rhythm;dsyn
C0078918;Oculocutaneous albinism;cgab
C0078981;Arachnoid cyst;dsyn
C0079104;Pap smear;diap
C0079136;Epidermolysis bullosa, Cockayne-Touraine type;dsyn
C0079153;Epidermolytic hyperkeratosis;cgab,dsyn
C0079154;Lamellar ichthyosis;cgab
C0079240;Dilution;lbpr
C0079293;Epidermolysis bullosa acquisita;dsyn
C0079294;Epidermolysis bullosa dystrophica;dsyn
C0079298;Epidermolysis bullosa simplex;dsyn
C0079299;Generalized epidermolysis bullosa simplex;cgab,dsyn
C0079301;Junctional epidermolysis bullosa;dsyn
C0079304;Esophagogastroduodenoscopy;diap
C0079352;Congenital torticollis;cgab
C0079474;Dysplastic epidermolysis bullosa dystrophica;dsyn
C0079504;Alpha storage pool disease;cgab,dsyn
C0079541;Holoprosencephaly;cgab
C0079581;Hypochlorhydria;patf
C0079583;Congenital ichthyosiform erythroderma;dsyn
C0079584;Ichthyosis vulgaris;cgab,dsyn
C0079588;X-linked ichthyosis;dsyn
C0079595;Imaging techniques;diap
C0079603;Immunofluorescence assay;lbpr
C0079611;Immunophenotyping;lbpr
C0079683;Herlitz's disease;dsyn
C0079924;Oligohydramnios;patf
C0080024;Piebaldism;dsyn
C0080032;Malignant pleural effusion;dsyn
C0080040;Postpolio muscular atrophy;dsyn
C0080142;Self-examination;diap
C0080174;Spina bifida occulta;cgab
C0080178;Spina bifida NOS;cgab
C0080203;Tachyarrhythmia;fndg
C0080218;Tethered cord syndrome;dsyn
C0080264;Ultrasonography of breast;diap
C0080274;Urinary retention;fndg
C0080276;Disorder of the genitourinary system;dsyn
C0080333;Weber-Cockayne syndrome;dsyn
C0085074;Granuloma annulare;dsyn
C0085077;Sweet syndrome;dsyn
C0085078;Lysosomal enzyme disorder;dsyn
C0085082;Fungemia;dsyn
C0085083;Ovarian hyperstimulation syndrome;dsyn
C0085084;Motor neuron disease, NOS;dsyn
C0085086;Weight-bearing;fndg
C0085096;Peripheral vascular disease (& [NOS]);dsyn
C0085105;Breast self-examination;diap
C0085106;Familial benign pemphigus;dsyn
C0085108;Fluorescent treponemal antibody absorption test;lbpr
C0085109;Corneal neovascularisation NOS;dsyn
C0085110;Severe combined immunodeficiency;dsyn
C0085115;CD4/CD8 ratio;lbpr
C0085117;Pulsed-field gel electrophoresis;lbpr
C0085119;Foot ulcer;acab,dsyn
C0085128;Increased cardiac output;fndg
C0085129;Bronchial hyperreactivity;dsyn
C0085131;GM1 gangliosidosis;dsyn
C0085132;Sly disease;dsyn
C0085159;Seasonal affective disorder;mobd
C0085166;Bacterial vaginosis;dsyn
C0085179;Eosinophilia myalgia syndrome;dsyn
C0085207;Gestational diabetes;patf
C0085209;Bovine spongiform encephalopathy;dsyn
C0085215;Premature ovarian failure;dsyn
C0085220;Cerebral amyloid angiopathy;dsyn
C0085222;Psoas abscess;dsyn
C0085232;Zenker diverticulum;dsyn
C0085253;Adult onset Still disease;dsyn
C0085270;Orbital pseudotumor;dsyn
C0085273;Erythema infectiosum;dsyn
C0085278;Antiphospholipid syndrome;dsyn
C0085280;Alagille syndrome;cgab
C0085281;Addiction, NOS;mobd
C0085292;Moersch-Woltmann syndrome;dsyn
C0085293;Hepatitis E;dsyn
C0085298;Sudden cardiac death;patf
C0085311;Diffuse cutaneous leishmaniasis;dsyn
C0085313;Blastocystis hominis infection;dsyn
C0085315;Cerebral toxoplasmosis;dsyn
C0085383;Hypocapnia;fndg
C0085388;Tuberculoma of brain;dsyn
C0085399;Ehrlichiosis;dsyn
C0085404;POEMS syndrome;dsyn
C0085409;Autoimmune polyendocrinopathy;dsyn
C0085411;Angiodysplasia;dsyn
C0085413;Autosomal dominant adult polycystic kidney disease;cgab,dsyn
C0085417;Psychomotor epilepsy;dsyn
C0085429;Koro;mobd
C0085434;Bacillary angiomatosis;dsyn
C0085435;Reactive arthritis;dsyn
C0085436;Cryptococcal meningitis;dsyn
C0085437;Meningitis, bacterial;dsyn
C0085438;Fungal meningitis, NOS;dsyn
C0085532;Coronary angiography;diap
C0085541;Frontal lobe epilepsy;dsyn
C0085543;Epilepsia partialis continua;dsyn
C0085547;Maternal phenylketonuria;dsyn
C0085548;Autosomal recessive polycystic kidney disease;cgab,dsyn
C0085568;Buruli ulcer;dsyn
C0085569;Metabolic acidosis, NAG, acidifying salts;dsyn
C0085574;Palindromic rheumatism;dsyn
C0085576;Microcytic anemia;dsyn
C0085577;Normocytic anemia;dsyn
C0085578;Thalassemia minor, NOS;dsyn
C0085580;Essential hypertension NOS;dsyn
C0085581;Restrictive lung disease;dsyn
C0085582;Retrobulbar neuritis;dsyn
C0085583;Choreoathetosis;dsyn
C0085584;Encephalopathy, NOS;dsyn
C0085593;Chills;sosy
C0085594;Fever with chills;sosy
C0085595;Body odor;fndg
C0085598;False labor;sosy
C0085602;Polydipsia;sosy
C0085605;Liver failure NOS;dsyn
C0085606;Urgency of micturition;dsyn
C0085607;Increased blood volume;fndg
C0085608;Decreased blood volume;fndg
C0085610;Sinus bradycardia;patf
C0085611;Atrial arrhythmia;patf
C0085612;Ventricular arrhythmia;dsyn
C0085614;First degree atrioventricular block;dsyn
C0085615;Right bundle branch block;dsyn
C0085616;Vasospasm;patf
C0085617;Arteriospasm;patf
C0085619;Orthopnea;sosy
C0085620;Flaccid paralysis;sosy
C0085621;Spastic paralysis;patf
C0085622;Monoplegia;dsyn
C0085623;Akinesia;dsyn
C0085624;Burning sensation;sosy
C0085628;Stupor;mobd
C0085631;Agitation;sosy
C0085632;Apathy;sosy
C0085633;Mood swings;mobd
C0085635;Photopsia;sosy
C0085636;Photophobia;sosy
C0085637;Oculogyric crisis;patf
C0085639;Falls;fndg
C0085642;Livedo reticularis, NOS;dsyn
C0085648;Synovial cyst, NOS;dsyn
C0085649;Peripheral edema;fndg
C0085650;Purpura fulminans;dsyn
C0085652;Pyoderma gangrenosum;dsyn
C0085655;Polymyositis;dsyn
C0085656;Nummular eczema;dsyn
C0085657;Pityriasis alba;dsyn
C0085659;Erythema marginatum;dsyn
C0085660;Aseptic necrosis;patf
C0085661;Onycholysis;dsyn
C0085663;Plasmacytosis;dsyn
C0085666;Spider nevus;fndg
C0085672;Microbiology procedure;lbpr
C0085677;Alcoholic polyneuropathy;dsyn
C0085679;Hyperchloremia;dsyn
C0085680;Hypochloremia (disorder);dsyn
C0085681;Hyperphosphatemia (disorder);dsyn
C0085682;Hypophosphatemia;patf
C0085684;Foot-drop;dsyn
C0085688;Breast engorgement;sosy
C0085692;Hemorrhagic cystitis;dsyn
C0085693;Acute appendicitis NOS (disorder);dsyn
C0085694;Chronic cholecystitis;dsyn
C0085695;Chronic gastritis;dsyn
C0085696;Chronic prostatitis;dsyn
C0085697;Chronic pyelonephritis;dsyn
C0085699;Cardiac cirrhosis;dsyn
C0085700;Chondromalacia;dsyn
C0085702;Monocytosis;dsyn
C0085704;Exploratory laparotomy;diap
C0085740;Mendelson's syndrome;dsyn
C0085758;Aganglionosis of colon;cgab
C0085762;Alcohol abuse;mobd
C0085786;Hamman-Rich syndrome;dsyn
C0085819;Antibiotic-associated colitis;dsyn
C0085846;Fine needle biopsy;diap
C0085853;Tympanometry;diap
C0085859;Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy;dsyn
C0085860;Polyglandular autoimmune syndrome - type II;dsyn
C0085924;Breathalyser test;diap
C0085932;Bullous dermatosis, NOS;dsyn
C0085988;Cephalopelvic disproportion, NOS;fndg
C0086045;Mental concentration;menp
C0086132;Depressive symptoms;sosy
C0086168;Dissociation - mental defense mechanism;mobd
C0086170;Divorced state;fndg
C0086209;Emotional stress;mobd
C0086227;Enterobiasis;dsyn
C0086231;Enzyme immunoassay;lbpr
C0086335;Ganser syndrome;mobd
C0086431;Hurler-Scheie syndrome;dsyn
C0086437;Joint laxity;sosy
C0086438;Hypogammaglobulinemia;dsyn
C0086439;Hypokinesia;sosy
C0086565;Abnormal hepatic function;patf
C0086588;Marasmus;dsyn
C0086647;Mucopolysaccharidosis type IIIA;dsyn
C0086648;Mucopolysaccharidosis type IIIB;dsyn
C0086649;Heparan-alpha-glucosaminide acetyltransferase deficiency;dsyn
C0086650;N-Acetylglucosamine-6-sulfatase deficiency;dsyn
C0086651;Mucopolysaccharidosis, MPS-IV-A;dsyn
C0086652;Mucopolysaccharidosis type IVB;dsyn
C0086769;Panic attack;mobd
C0086789;Periadenitis mucosa necrotica recurrens;dsyn
C0086795;Hurler-Pfaundler syndrome;dsyn
C0086873;Pseudopelade;dsyn
C0086972;Separated from cohabitee;fndg
C0086981;Sicca syndrome;dsyn
C0087012;Spinocerebellar ataxia;dsyn
C0087031;Juvenile onset Still's disease;dsyn
C0087086;Thrombus;patf
C0087124;Bacterial typing procedure;lbpr
C0087130;Uncertain;fndg
C0087169;Withdrawal complaint;sosy
C0117002;Euthyroid (finding);fndg
C0149507;Orbital cellulitis;dsyn
C0149508;Obstruction of Eustachian tube;fndg
C0149512;Acute sinusitis;dsyn
C0149514;Acute bronchitis;dsyn
C0149516;Chronic sinusitis;dsyn
C0149517;Chronic tonsillitis;dsyn
C0149518;Acute gastritis;dsyn
C0149519;Chronic persistent hepatitis;dsyn
C0149520;Acute cholecystitis NOS;dsyn
C0149521;Chronic pancreatitis, NOS;dsyn
C0149524;Acute prostatitis;dsyn
C0149630;Bicuspid aortic valve;cgab
C0149642;Cervical lymphadenitis;dsyn
C0149645;Cervical myelopathy;dsyn
C0149649;Atheromatous embolus;dsyn
C0149651;Clubbing;sosy
C0149654;Conduct disorder;mobd
C0149663;Dehiscence;fndg
C0149671;Dribbling of urine;fndg
C0149676;Specific enzyme deficiency;dsyn
C0149678;Epstein-Barr virus infection;dsyn
C0149696;Food intolerance (disorder);dsyn
C0149704;Gingivostomatitis;dsyn
C0149707;Hemospermia;fndg
C0149709;Hepatitis B surface antigen positive;lbtr
C0149715;Psychogenic hyperventilation;mobd
C0149720;Abuse of laxatives;mobd
C0149721;Left ventricular hypertrophy;dsyn
C0149725;Lower respiratory tract infection;dsyn
C0149726;Lung mass;fndg
C0149736;Mass of neck;fndg
C0149741;Nipple discharge NOS;sosy
C0149744;Oral lesion;fndg
C0149745;Oral ulcer;dsyn
C0149751;Lesion of penis;sosy
C0149754;Cellulitis of periorbital region;dsyn
C0149756;Plantar fasciitis;dsyn
C0149765;Psychogenic pruritus;mobd
C0149770;Rectal abscess;patf
C0149774;Scrotal mass;fndg
C0149775;Fit frequency;fndg
C0149777;Abscess of skin AND/OR subcutaneous tissue;patf
C0149778;Soft tissue infection;dsyn
C0149781;Spontaneous pneumothorax;dsyn
C0149793;Amaurosis fugax;sosy
C0149801;Sepsis due to urinary tract infection;dsyn
C0149814;Inevitable miscarriage;patf
